,Completion_rate,Tuition_in_state,Tuition_out_state,Faculty_salary,Pell_grant_rate,SAT_average,ACT_50thPercentile,pct_White,pct_Black,pct_Hispanic,pct_Asian,Parents_middlesch,Parents_highsch,Parents_college
585,0.6051,16430.0,31034.0,11769.0,0.3586,1204.0,26.0,0.3417,0.0818,0.2143,0.223,0.0378440367,0.3061926606,0.6559633028
586,0.459,8868.0,24329.0,6844.0,0.3841,946.0,20.0,0.7847,0.1144,0.019,0.0088,0.0267515924,0.3987261146,0.574522293
587,0.2583,5938.0,11638.0,5341.0,0.6986,842.0,18.0,0.0416,0.9301,0.012,0.0024,0.0171551108,0.4124374553,0.5704074339
588,0.6864,6460.0,17620.0,9478.0,0.515,1052.0,23.0,0.1796,0.0396,0.4043,0.226,0.1138521883,0.372419488,0.5137283237
589,0.8131,39402.0,39402.0,8112.0,0.2418,1179.0,26.0,0.8109,0.0238,0.048,0.0574,0.0155239327,0.1448900388,0.8395860285
590,0.5529,7508.0,17794.0,8361.0,0.2087,1090.0,24.0,0.8152,0.0207,0.025,0.0136,0.0075757576,0.1918449198,0.8005793226
591,0.4543,9275.0,18395.0,8426.0,0.3792,1031.0,22.0,0.6947,0.139,0.0447,0.0233,0.0153952843,0.3539528433,0.6306518724
592,0.6122,7388.0,18548.0,9390.0,0.3306,990.0,22.0,0.4624,0.0222,0.3075,0.0497,0.0655795817,0.3491669621,0.5852534562
593,0.3504,20266.0,20266.0,5448.0,0.4303,953.0,20.0,0.6834,0.1947,0.0606,0.0097,0.0246305419,0.3275862069,0.6477832512
594,0.6667,32280.0,32280.0,6966.0,0.434,976.0,22.0,0.5623,0.0749,0.097,0.0166,0.0390625,0.3372395833,0.6236979167
595,0.4574,7125.0,16575.0,7951.0,0.2708,969.0,21.0,0.6145,0.1057,0.1543,0.0699,0.0288831836,0.3539794608,0.6171373556
596,0.522,26250.0,26250.0,8458.0,0.3342,1006.0,22.0,0.6436,0.0705,0.1211,0.0232,0.0132860939,0.3197519929,0.6669619132
597,0.8978,49098.0,49098.0,10132.0,0.1633,1433.0,33.0,0.607,0.0708,0.0952,0.0976,0.037037037,0.1296296296,0.8333333333
598,0.484,34140.0,34140.0,6419.0,0.5114,951.0,19.0,0.4031,0.353,0.0912,0.0232,0.046875,0.3971354167,0.5559895833
599,0.5831,27194.0,27194.0,10604.0,0.2927,1051.0,23.0,0.7509,0.0591,0.0223,0.0096,0.0066518847,0.3076496674,0.6856984479
600,0.5287,9157.0,20937.0,8602.0,0.3622,932.0,20.0,0.5757,0.1602,0.1184,0.0273,0.0233632165,0.3740831296,0.6025536539
601,0.4571,7824.0,15397.0,6687.0,0.2973,1070.0,23.0,0.8568,0.0162,0.0414,0.0313,0.0125100888,0.3418079096,0.6456820016
602,0.2125,8014.0,18814.0,5861.0,0.5175,955.0,20.0,0.5071,0.0706,0.318,0.0109,0.0364667747,0.3654781199,0.5980551053
603,0.4007,10417.0,27712.0,9227.0,0.4388,1029.0,22.0,0.6501,0.1971,0.0467,0.0243,0.017925561,0.3347016968,0.6473727422
604,0.4625,20846.0,20846.0,5144.0,0.4743,969.0,21.0,0.6186,0.2446,0.0461,0.0097,0.0382231405,0.3429752066,0.6188016529
605,0.5066,24225.0,24225.0,5594.0,0.3133,914.0,19.0,0.5517,0.1525,0.1693,0.0465,0.017310253,0.3115845539,0.6711051931
606,0.8526,48436.0,48436.0,12920.0,0.1317,1303.0,29.0,0.4304,0.0377,0.1079,0.1356,0.0154396957,0.1539494294,0.8306108749
607,0.3731,21000.0,21000.0,5054.0,0.3992,1022.0,22.0,0.7613,0.0583,0.016,0.0033,0.0443579767,0.3782101167,0.5774319066
608,0.557,37260.0,37260.0,11777.0,0.3083,1093.0,24.0,0.3391,0.1931,0.1639,0.1887,0.0286453153,0.2820767854,0.6892778993
609,0.3978,23210.0,23210.0,5792.0,0.4977,926.0,20.0,0.6714,0.1502,0.0757,0.0128,0.026,0.412,0.562
610,0.5911,27200.0,27200.0,5852.0,0.3226,1060.0,23.0,0.8233,0.0376,0.0648,0.0141,0.0181818182,0.2681818182,0.7136363636
611,0.6321,12862.0,28852.0,9897.0,0.2686,1077.0,24.0,0.7066,0.0522,0.0932,0.0326,0.0199890969,0.2295111757,0.7504997274
612,0.6742,7933.0,17583.0,7230.0,0.331,1095.0,22.0,0.5554,0.091,0.1929,0.0341,0.0212399541,0.2324913892,0.7462686567
613,0.5742,11334.0,32876.0,15814.0,0.3455,1009.0,23.0,0.4147,0.1133,0.235,0.0902,0.017515121,0.2436995968,0.7387852823
614,0.3366,13080.0,13080.0,4681.0,0.6388,904.0,19.0,0.4623,0.221,0.0916,0.0108,0.0316301703,0.3722627737,0.596107056
615,0.7126,28030.0,28030.0,10339.0,0.3097,1067.0,24.0,0.5989,0.1248,0.1515,0.0706,0.0188311688,0.3402597403,0.6409090909
616,0.3765,24140.0,24140.0,5017.0,0.4778,980.0,21.0,0.7251,0.1604,0.0432,0.0103,0.0165413534,0.3007518797,0.6827067669
617,0.6388,12846.0,14846.0,7102.0,0.2969,1145.0,25.0,0.6018,0.0202,0.0452,0.0333,0.0159489633,0.1866028708,0.7974481659
618,0.6619,39800.0,39800.0,9217.0,0.3745,994.0,21.0,0.5475,0.187,0.1012,0.048,0.0289132602,0.3404785643,0.6306081755
619,0.4063,24160.0,24160.0,7242.0,0.3934,978.0,21.0,0.59,0.1549,0.1925,0.0127,0.02723896,0.3186132893,0.6541477507
620,0.6116,32000.0,32000.0,5185.0,0.2285,962.0,20.0,0.7311,0.1536,0.0537,0.0189,0.0345285525,0.3386454183,0.6268260292
621,0.331,8366.0,20124.0,7907.0,0.6296,808.0,17.0,0.0456,0.8403,0.0277,0.0058,0.0221483942,0.3438538206,0.6339977852
622,0.3801,6292.0,18892.0,6905.0,0.368,1050.0,23.0,0.7621,0.0157,0.0912,0.0228,0.0290123457,0.3297839506,0.6412037037
623,0.9518,53000.0,53000.0,17555.0,0.2194,1473.0,33.0,0.3798,0.0764,0.1318,0.1779,0.0308008214,0.204825462,0.7643737166
624,0.4129,7929.0,17779.0,6605.0,0.5264,1011.0,22.0,0.7028,0.122,0.1101,0.0128,0.0174291939,0.311546841,0.6710239651
625,0.5605,27900.0,27900.0,8587.0,0.2974,1105.0,24.0,0.7341,0.1339,0.0166,0.0227,0.0166246851,0.3017632242,0.6816120907
626,0.3239,7796.0,18508.0,9133.0,0.3586,998.0,22.0,0.8148,0.0327,0.0209,0.0242,0.0163220892,0.305041712,0.6786361988
627,0.5314,8557.0,14637.0,8567.0,0.2783,997.0,22.0,0.7178,0.0695,0.0914,0.0383,0.0222125436,0.3362369338,0.6415505226
628,0.3256,7848.0,20088.0,8807.0,0.5109,917.0,20.0,0.1103,0.3319,0.5024,0.0168,0.1471093303,0.4310246136,0.4218660561
629,0.8133,13895.0,36773.0,12065.0,0.4297,1192.0,26.0,0.3125,0.0211,0.172,0.3551,0.0605193429,0.3051404346,0.6343402226
630,0.4126,6468.0,15959.0,5785.0,0.3935,1030.0,22.0,0.6765,0.2054,0.0301,0.0128,0.0353555645,0.4503816794,0.5142627561
631,0.4558,8130.0,14270.0,8765.0,0.3339,986.0,22.0,0.6993,0.0834,0.1086,0.0324,0.0308451573,0.3639728563,0.6051819864
632,0.6825,8590.0,20268.0,7148.0,0.2552,1082.0,23.0,0.6335,0.1624,0.0596,0.0494,0.0142875367,0.2787345325,0.7069779309
633,0.4547,7753.0,9703.0,7325.0,0.3765,995.0,21.0,0.5508,0.1394,0.1571,0.0266,0.0377978636,0.3434675431,0.6187345933
634,0.6523,41645.0,41645.0,11923.0,0.3103,1266.0,28.0,0.3326,0.0607,0.1402,0.1129,0.0593434343,0.2575757576,0.6830808081
635,0.6743,33729.0,33729.0,8551.0,0.2663,1037.0,23.0,0.7436,0.05,0.1113,0.0322,0.0083604273,0.2991175105,0.6925220622
636,0.9694,40170.0,40170.0,15711.0,0.1218,1495.0,33.0,0.4713,0.0764,0.081,0.2008,0.0309446254,0.17752443,0.7915309446
637,0.4784,6830.0,16628.0,6651.0,0.3329,995.0,22.0,0.8151,0.0961,0.0289,0.0223,0.0215827338,0.3499018967,0.6285153695
638,0.4869,7860.0,17710.0,8155.0,0.2932,974.0,21.0,0.5903,0.0979,0.1841,0.0809,0.0295599597,0.3674840443,0.602955996
639,0.3824,10007.0,19856.0,6927.0,0.7198,810.0,17.0,0.0236,0.9542,0.0062,0.0058,0.0117728532,0.3608033241,0.6274238227
640,0.3035,26900.0,26900.0,7939.0,0.4371,1050.0,23.0,0.4521,0.1937,0.2197,0.0502,0.0523091423,0.3393025448,0.6083883129
641,0.4162,25450.0,25450.0,6163.0,0.4377,1027.0,22.0,0.5772,0.2493,0.0765,0.0216,0.0370689655,0.4448275862,0.5181034483
642,0.5221,7774.0,18222.0,8481.0,0.3212,1129.0,25.0,0.5735,0.1561,0.0748,0.0666,0.0249812641,0.3035223582,0.6714963777
643,0.8035,41886.0,41886.0,11147.0,0.2608,1184.0,27.0,0.5534,0.0892,0.1076,0.0775,0.0211177474,0.1723549488,0.8065273038
644,0.8809,13252.0,37960.0,13773.0,0.4602,1175.0,27.0,0.1493,0.0185,0.2503,0.3731,0.0986095165,0.3369052175,0.564485266
645,0.3852,6348.0,15552.0,6761.0,0.6476,910.0,19.0,0.0493,0.9206,0.0065,0.0035,0.0250917993,0.3167074663,0.6582007344
646,0.6269,8682.0,14762.0,7701.0,0.3352,997.0,21.0,0.7849,0.0429,0.0829,0.0116,0.0146607569,0.2785543812,0.7067848619
647,0.3363,8340.0,15180.0,5808.0,0.2356,1030.0,22.0,0.6604,0.2346,0.043,0.0075,0.0227560051,0.3539823009,0.6232616941
648,0.5097,8759.0,20519.0,10881.0,0.3838,1154.0,26.0,0.2571,0.1049,0.3218,0.2224,0.0748028295,0.3203512481,0.6048459224
649,0.3211,6630.0,8274.0,6271.0,0.6272,910.0,19.0,0.0244,0.9382,0.0076,0.0023,0.0194537972,0.3890759446,0.5914702581
650,0.6736,10370.0,26470.0,11068.0,0.3007,1147.0,25.0,0.5081,0.0384,0.1958,0.071,0.0480146904,0.3333032301,0.6186820795
651,0.31,25600.0,25600.0,7229.0,0.6678,962.0,21.0,0.3515,0.3386,0.0327,0.0032,0.0486883943,0.4948330684,0.4564785374
652,0.6623,38430.0,38430.0,9938.0,0.2386,1109.0,25.0,0.4925,0.0385,0.2698,0.0575,0.0392313851,0.2786228983,0.6821457166
653,0.4417,20790.0,20790.0,6241.0,0.3987,913.0,18.0,0.7776,0.0294,0.0109,0.0026,0.0130653266,0.424120603,0.5628140704
654,0.2979,19640.0,19640.0,5221.0,0.5006,1010.0,22.0,0.6801,0.1208,0.061,0.0069,0.0408163265,0.4238618524,0.535321821
655,0.5337,6908.0,13388.0,7135.0,0.3198,1090.0,24.0,0.8171,0.0446,0.0313,0.0134,0.0170598427,0.3386645342,0.6442756231
656,0.5116,15838.0,15838.0,7404.0,0.5112,1067.0,22.0,0.6194,0.2183,0.0687,0.0232,0.0280515542,0.3260045489,0.6459438969
657,0.6443,7400.0,16850.0,6817.0,0.3498,1056.0,24.0,0.8071,0.0495,0.0473,0.0204,0.0101602188,0.2356389215,0.7542008597
658,0.6246,26780.0,26780.0,9021.0,0.3145,1088.0,24.0,0.6471,0.076,0.1729,0.0341,0.0359151882,0.3548247512,0.6092600606
659,0.7268,10816.0,28528.0,9514.0,0.2394,1200.0,27.0,0.7709,0.1016,0.0406,0.0228,0.0063810392,0.2153600729,0.7782588879
660,0.5191,8706.0,20211.0,8513.0,0.3335,1006.0,22.0,0.6846,0.1051,0.1159,0.0347,0.021345247,0.3628691983,0.6157855547
661,0.378,7280.0,19758.0,6267.0,0.3355,1030.0,22.0,0.6406,0.1797,0.0771,0.0075,0.0194535519,0.3892896175,0.5912568306
662,0.5344,23410.0,23410.0,7336.0,0.4227,1010.0,22.0,0.4934,0.1412,0.0872,0.0217,0.0250379363,0.2670713202,0.7078907436
663,0.9509,49685.0,49685.0,13805.0,0.1022,1474.0,34.0,0.6919,0.0403,0.1058,0.0505,0.0067032297,0.0956733699,0.8976234004
664,0.5315,8368.0,22936.0,7149.0,0.5089,1060.0,23.0,0.3138,0.397,0.0895,0.1135,0.0299846233,0.2939518196,0.6760635572
665,0.538,24835.0,24835.0,5646.0,0.3778,1007.0,22.0,0.6165,0.097,0.0761,0.0116,0.0298701299,0.3909090909,0.5792207792
666,0.7918,46422.0,46422.0,10680.0,0.1666,1262.0,29.0,0.694,0.02,0.0974,0.0443,0.0220955096,0.1682109765,0.8096935139
667,0.5345,29000.0,29000.0,7944.0,0.4293,949.0,21.0,0.1873,0.0497,0.0554,0.0089,0.0281690141,0.3957746479,0.576056338
668,0.6107,28550.0,28550.0,6708.0,0.2709,1090.0,24.0,0.8596,0.0099,0.0596,0.0327,0.0141043724,0.2538787024,0.7320169252
669,0.8051,47317.0,47317.0,13305.0,0.1995,1273.0,29.0,0.5928,0.0434,0.1432,0.095,0.0211423162,0.1647207321,0.8141369517
670,0.4273,7866.0,19666.0,6638.0,0.3741,1029.0,22.0,0.9027,0.0409,0.0134,0.0031,0.0342695182,0.42154084,0.5441896418
671,0.3235,11094.0,23714.0,9689.0,0.4804,1050.0,23.0,0.5317,0.2136,0.0417,0.0783,0.0333292186,0.3495864708,0.6170843106
672,0.5183,25890.0,25890.0,5585.0,0.4159,961.0,21.0,0.6089,0.1071,0.1158,0.0117,0.0220930233,0.3511627907,0.626744186
673,0.2771,7689.0,17339.0,5872.0,0.605,895.0,21.0,0.6833,0.1888,0.0737,0.0081,0.0207197383,0.3402399128,0.639040349
674,0.7027,40175.0,40175.0,7259.0,0.2735,1033.0,22.0,0.5983,0.0193,0.1385,0.0518,0.0331797235,0.2700460829,0.6967741935
675,0.0863,14850.0,14850.0,4377.0,0.1919,826.0,17.0,0.1646,0.2848,0.1061,0.0394,0.0315068493,0.4205479452,0.5479452055
676,0.4351,35160.0,35160.0,11504.0,0.3591,1077.0,25.0,0.2304,0.0817,0.1532,0.164,0.0345842531,0.2950699043,0.6703458425
677,0.8652,50240.0,50240.0,13130.0,0.1323,1328.0,30.0,0.4096,0.0382,0.1105,0.1438,0.015308642,0.1540740741,0.830617284
678,0.3402,5774.0,6958.0,7633.0,0.261,953.0,20.0,0.3558,0.0614,0.512,0.0183,0.0688863375,0.3932261768,0.5378874856
679,0.5802,9654.0,25428.0,7381.0,0.3283,1057.0,22.0,0.8035,0.0784,0.0437,0.0112,0.0096448926,0.267572702,0.7227824054
680,0.7902,43800.0,43800.0,11283.0,0.1735,1302.0,29.0,0.6556,0.055,0.1172,0.0672,0.0254820937,0.1563360882,0.8181818182
681,0.3944,31235.0,31235.0,6428.0,0.519,878.0,18.0,0.3013,0.2194,0.2775,0.0544,0.0526315789,0.4210526316,0.5263157895
682,0.5049,23612.0,23612.0,5649.0,0.3668,1033.0,22.0,0.7593,0.0817,0.0418,0.0091,0.0141043724,0.2849083216,0.7009873061
683,0.5701,6763.0,19934.0,9092.0,0.393,1112.0,24.0,0.5896,0.1627,0.0913,0.0602,0.0240051211,0.2600021338,0.7159927451
684,0.4568,19650.0,19650.0,6012.0,0.3782,991.0,22.0,0.6417,0.118,0.024,0.0124,0.0379146919,0.4066350711,0.555450237
685,0.4569,8326.0,22270.0,6872.0,0.4872,1050.0,23.0,0.7655,0.1548,0.0234,0.0057,0.0238189758,0.3795156808,0.5966653434
686,0.5015,5906.0,15786.0,6987.0,0.4032,1010.0,22.0,0.8098,0.0403,0.0463,0.0067,0.0186693822,0.3404616429,0.6408689749
687,0.4656,7641.0,18572.0,5843.0,0.3642,1030.0,22.0,0.6677,0.2141,0.0373,0.011,0.0257918552,0.4325791855,0.5416289593
688,0.541,10726.0,18034.0,7669.0,0.343,1009.0,22.0,0.7783,0.1004,0.0409,0.0085,0.0088700347,0.3333333333,0.657796632
689,0.5751,37790.0,37790.0,7895.0,0.2769,1046.0,23.0,0.5471,0.1562,0.1271,0.0323,0.0129003559,0.2740213523,0.7130782918
690,0.1644,10252.0,17212.0,6987.0,0.6687,883.0,18.0,0.0327,0.7453,0.0791,0.0043,0.0644171779,0.3558282209,0.5797546012
691,0.4733,8899.0,17023.0,9142.0,0.3919,937.0,20.0,0.8668,0.0782,0.0234,0.0075,0.008477842,0.3942196532,0.5973025048
692,0.6387,36500.0,36500.0,4806.0,0.2282,1084.0,24.0,0.2604,0.0411,0.1172,0.1358,0.0190023753,0.2363420428,0.7446555819
693,0.5061,10952.0,23150.0,8859.0,0.4296,1105.0,24.0,0.6994,0.0986,0.0565,0.064,0.0373244642,0.3418329638,0.6208425721
694,0.4426,26640.0,26640.0,8312.0,0.2602,1053.0,24.0,0.5743,0.1066,0.1582,0.0348,0.0208588957,0.2171779141,0.7619631902
695,0.495,9788.0,13760.0,9556.0,0.393,928.0,19.0,0.8404,0.074,0.0221,0.0065,0.0093062606,0.3819796954,0.608714044
696,0.6288,40265.0,40265.0,8096.0,0.266,1101.0,24.0,0.6998,0.0517,0.0563,0.0185,0.0208978328,0.2414860681,0.7376160991
697,0.812,43103.0,43103.0,11203.0,0.1714,1252.0,28.0,0.5816,0.0688,0.1185,0.0703,0.0096264921,0.1432422025,0.8471313054
698,0.5926,7002.0,18162.0,8243.0,0.4226,996.0,22.0,0.4917,0.0213,0.2628,0.0592,0.0635074146,0.3541263701,0.5823662153
699,0.3582,15714.0,15714.0,3989.0,0.6071,930.0,20.0,0.5015,0.3926,0.0144,0.0026,0.0470822281,0.5,0.4529177719
700,0.72,8211.0,20151.0,10026.0,0.2835,1158.0,26.0,0.4951,0.0675,0.0663,0.1286,0.0303955402,0.23891691,0.7306875498
701,0.7663,36465.0,36465.0,9051.0,0.2109,1175.0,27.0,0.4699,0.0322,0.0908,0.1602,0.0158281515,0.1775014132,0.8066704353
702,0.784,13560.0,20810.0,11091.0,0.2076,1271.0,28.0,0.7037,0.0392,0.0322,0.0886,0.0127252461,0.1737878506,0.8134869032
703,0.527,35444.0,35444.0,7472.0,0.2769,1000.0,22.0,0.5819,0.1493,0.1031,0.0321,0.0141548709,0.2485428809,0.7373022481
704,0.5466,9340.0,15420.0,8786.0,0.3033,995.0,23.0,0.6863,0.1068,0.1178,0.0271,0.0182336182,0.3042735043,0.6774928775
705,0.5708,35256.0,35256.0,7517.0,0.2828,994.0,22.0,0.76,0.0823,0.0849,0.0153,0.0091407678,0.3363802559,0.6544789762
706,0.1844,6276.0,15072.0,6102.0,0.5945,860.0,18.0,0.1985,0.618,0.0127,0.0061,0.0278019114,0.3909643788,0.5812337098
707,0.4154,28550.0,28550.0,6750.0,0.5491,910.0,19.0,0.4199,0.0652,0.2076,0.0261,0.024,0.386,0.59
708,0.129,8275.0,8275.0,5128.0,0.9963,772.0,16.0,0.019,0.8,0.1762,0.0,0.061452514,0.4106145251,0.5279329609
709,0.6806,6976.0,18136.0,9532.0,0.3764,1130.0,25.0,0.3414,0.0387,0.3131,0.1385,0.0652388797,0.3223503569,0.6124107633
710,0.8728,42940.0,42940.0,8685.0,0.1496,1282.0,29.0,0.7454,0.0203,0.0512,0.0626,0.014994233,0.107266436,0.877739331
711,0.3107,6620.0,13970.0,6328.0,0.5028,962.0,21.0,0.8619,0.0515,0.0204,0.0046,0.0144385027,0.3951871658,0.5903743316
712,0.5381,6971.0,21833.0,8384.0,0.4545,1054.0,23.0,0.5103,0.2793,0.0823,0.0544,0.0282593857,0.2845051195,0.6872354949
713,0.3481,8738.0,20340.0,7968.0,0.6201,762.0,18.0,0.0395,0.8489,0.0336,0.0051,0.0213830755,0.3521383076,0.6264786169
714,0.2158,7461.0,7461.0,4618.0,0.2188,890.0,19.0,0.5925,0.1211,0.1437,0.015,0.0546737213,0.3756613757,0.569664903
715,0.6811,7562.0,17212.0,7291.0,0.401,1056.0,23.0,0.7232,0.0945,0.0512,0.0154,0.0141935484,0.2738064516,0.712
716,0.4002,10818.0,21468.0,6269.0,0.4801,950.0,20.0,0.5595,0.2903,0.0499,0.0251,0.0221859706,0.3308319739,0.6469820555
717,0.2586,5547.0,12897.0,6420.0,0.4963,988.0,21.0,0.4966,0.0418,0.0517,0.0212,0.0293139921,0.3880326383,0.5826533696
718,0.3722,21730.0,21730.0,5089.0,0.4702,961.0,21.0,0.6066,0.2742,0.0477,0.0045,0.0307692308,0.3230769231,0.6461538462
719,0.7784,14171.0,30504.0,11921.0,0.2368,1226.0,28.0,0.6702,0.0378,0.0531,0.0906,0.0157471521,0.1973419701,0.7869108778
720,0.4373,35610.0,35610.0,7932.0,0.3893,959.0,21.0,0.5067,0.2534,0.0827,0.0127,0.0161073826,0.2926174497,0.6912751678
721,0.7178,42918.0,42918.0,10011.0,0.503,1152.0,26.0,0.4488,0.0671,0.2321,0.1133,0.0401459854,0.2737226277,0.6861313869
722,0.5532,10610.0,28880.0,9128.0,0.3297,1090.0,25.0,0.824,0.023,0.0282,0.0167,0.0065533981,0.2398058252,0.7536407767
723,0.4893,26240.0,26240.0,7536.0,0.3689,1030.0,22.0,0.5451,0.1685,0.0614,0.022,0.0217526414,0.328154133,0.6500932256
724,0.5372,29170.0,29170.0,7545.0,0.3673,1042.0,23.0,0.6315,0.1464,0.0443,0.0154,0.0188146754,0.2690498589,0.7121354657
725,0.5146,38069.0,38069.0,11627.0,0.3557,1043.0,23.0,0.4784,0.1095,0.1615,0.0908,0.0219599231,0.293439473,0.6846006039
726,0.7047,33990.0,33990.0,10392.0,0.3448,1163.0,26.0,0.5561,0.0837,0.1717,0.073,0.0407490637,0.2696629213,0.689588015
727,0.669,12568.0,19089.0,9431.0,0.3561,1078.0,21.0,0.7307,0.0641,0.103,0.0541,0.0166753517,0.382751433,0.6005732152
728,0.3631,7501.0,22333.0,6912.0,0.5252,1011.0,22.0,0.6302,0.2003,0.0628,0.0169,0.0238515901,0.3774293286,0.5987190813
729,0.4739,24614.0,24614.0,6497.0,0.3898,969.0,21.0,0.7231,0.0842,0.0408,0.0254,0.0196445276,0.3152478952,0.6651075772
730,0.8465,49062.0,49062.0,13264.0,0.2106,1371.0,31.0,0.3239,0.0559,0.1299,0.201,0.0276567214,0.1872276232,0.7851156554
731,0.6973,6553.0,19720.0,7670.0,0.2714,1148.0,25.0,0.8582,0.0308,0.0411,0.0156,0.0110347033,0.222133376,0.7668319207
732,0.6136,7096.0,19144.0,8817.0,0.2838,1098.0,24.0,0.7735,0.1454,0.0284,0.0157,0.0136823319,0.2236763831,0.7626412849
733,0.3528,15764.0,15764.0,3661.0,0.4832,930.0,20.0,0.516,0.3963,0.0152,0.0034,0.0429219975,0.4692529922,0.4878250103
734,0.1547,4510.0,12566.0,5712.0,0.5323,920.0,20.0,0.6643,0.173,0.0512,0.0173,0.0294840295,0.3470515971,0.6234643735
735,0.4096,5785.0,17725.0,7994.0,0.6445,947.0,20.0,0.031,0.9411,0.0113,0.0071,0.0295566502,0.3623768473,0.6080665025
736,0.625,20392.0,20392.0,6901.0,0.236,1051.0,23.0,0.7614,0.1304,0.0303,0.0056,0.0366639807,0.372280419,0.5910556003
737,0.5583,30640.0,30640.0,6855.0,0.2933,1038.0,23.0,0.4628,0.0324,0.1783,0.0626,0.0264965653,0.2630029441,0.7105004907
738,0.6599,6866.0,18026.0,9277.0,0.3978,1115.0,25.0,0.3501,0.0362,0.3104,0.1326,0.0607041684,0.3249696479,0.6143261837
739,0.4426,22200.0,22200.0,5258.0,0.4863,916.0,19.0,0.5708,0.2976,0.0335,0.003,0.0364583333,0.4153645833,0.5481770833
740,0.7694,13539.0,40221.0,13595.0,0.4411,1201.0,28.0,0.3204,0.0199,0.2987,0.2172,0.0695912263,0.2979062812,0.6325024925
741,0.5572,6315.0,17475.0,8561.0,0.443,1021.0,22.0,0.2397,0.0205,0.3857,0.2158,0.0922787194,0.3624007205,0.5453205601
742,0.2632,6840.0,17886.0,8389.0,0.4983,1016.0,21.0,0.6194,0.1521,0.1385,0.0155,0.0582120582,0.4168399168,0.5249480249
743,0.2797,20620.0,20620.0,5570.0,0.4511,989.0,21.0,0.702,0.114,0.0898,0.0045,0.0224032587,0.3136456212,0.6639511202
744,0.6275,10936.0,24268.0,10099.0,0.2479,1143.0,25.0,0.7622,0.0757,0.0421,0.0249,0.0123314066,0.2294155427,0.7582530507
745,0.5291,33168.0,33168.0,8405.0,0.3154,1022.0,22.0,0.5624,0.2713,0.0533,0.0321,0.0149253731,0.29201817,0.6930564568
746,0.3786,6699.0,16460.0,6680.0,0.3356,1010.0,22.0,0.568,0.0888,0.0971,0.0334,0.0305864017,0.341320865,0.6280927333
747,0.5146,6360.0,19241.0,7496.0,0.3923,1065.0,24.0,0.6625,0.1244,0.0887,0.0299,0.0266211604,0.3424345848,0.6309442548
748,0.7144,10289.0,32024.0,9536.0,0.251,1119.0,25.0,0.5971,0.0196,0.101,0.0559,0.025955805,0.248509295,0.7255349
749,0.6784,38350.0,38350.0,7079.0,0.3162,1094.0,24.0,0.7289,0.1164,0.0528,0.0346,0.013568521,0.2347354138,0.7516960651
750,0.6747,37230.0,37230.0,7808.0,0.2243,1184.0,27.0,0.6246,0.0201,0.2168,0.056,0.0200803213,0.1445783133,0.8353413655
751,0.4918,29103.0,29103.0,7230.0,0.4819,926.0,20.0,0.1607,0.0714,0.4204,0.1553,0.0798245614,0.2956140351,0.6245614035
752,0.5659,8525.0,17470.0,8113.0,0.4513,1032.0,23.0,0.7626,0.0971,0.0654,0.0142,0.0129032258,0.3483870968,0.6387096774
753,0.439,7777.0,17627.0,9435.0,0.3622,1170.0,27.0,0.7753,0.0545,0.0767,0.0487,0.0236382323,0.2816032888,0.6947584789
754,0.4482,6192.0,15742.0,7568.0,0.3405,1070.0,23.0,0.6842,0.213,0.0316,0.0193,0.0191619288,0.3914508318,0.5893872394
755,0.2893,34080.0,34080.0,7731.0,0.3919,1009.0,22.0,0.7028,0.0732,0.0855,0.0157,0.0210157618,0.3126094571,0.6663747811
756,0.7002,31394.0,31394.0,6340.0,0.2728,1105.0,24.0,0.8305,0.0252,0.066,0.0185,0.018735363,0.243559719,0.737704918
757,0.5852,31754.0,31754.0,7098.0,0.334,929.0,21.0,0.5549,0.1105,0.1111,0.0103,0.0308370044,0.3803230543,0.5888399413
758,0.4623,6065.0,16634.0,6179.0,0.4575,1021.0,21.0,0.5338,0.3813,0.0043,0.0043,0.0282485876,0.3422114609,0.6295399516
759,0.5705,7992.0,22488.0,9709.0,0.2509,1069.0,24.0,0.7917,0.0479,0.0379,0.0151,0.0109913563,0.2929249813,0.6960836624
760,0.816,37926.0,37926.0,8036.0,0.2391,1157.0,26.0,0.802,0.0195,0.0517,0.057,0.0161073826,0.1852348993,0.7986577181
761,0.1439,5827.0,5827.0,5854.0,0.6049,803.0,17.0,0.0314,0.8492,0.0089,0.0042,0.0381679389,0.4567430025,0.5050890585
762,0.6214,34200.0,34200.0,5905.0,0.2907,1049.0,24.0,0.717,0.0884,0.0803,0.0178,0.0369649805,0.2821011673,0.6809338521
763,0.7082,40004.0,40004.0,10613.0,0.2917,1120.0,26.0,0.5716,0.0454,0.2073,0.0542,0.0217233888,0.2324402607,0.7458363505
764,0.8154,11394.0,30698.0,11616.0,0.1823,1400.0,32.0,0.5308,0.0641,0.0651,0.185,0.0119572058,0.1387665198,0.8492762744
765,0.39,6096.0,14972.0,6742.0,0.3369,1010.0,22.0,0.5683,0.09,0.092,0.0343,0.0260550459,0.3387155963,0.6352293578
766,0.7049,7083.0,16533.0,6719.0,0.2798,1129.0,25.0,0.6778,0.0553,0.1174,0.0456,0.0196660482,0.2857142857,0.694619666
767,0.7005,35720.0,35720.0,9597.0,0.2578,1108.0,24.0,0.5232,0.0427,0.2523,0.0642,0.0377503852,0.2704160247,0.6918335901
